global_ids,types,X,Y,Z,areas,ax1s,ax2s,gyrations,volumes,Rand,Rank,Train
0bpfxAz3XBrAx$RjFuHuKE,IfcWallStandardCase,0.324,6.375924175,2.48,30.25928343,17.33006341,1.021269506,1.783195059,1.746057283,0.368570234159352,798,2
2rYzycbvf66xRydQGFbjyx,IfcWallStandardCase,15.4095,0.467,2.744328166,62.32657831,8.834452071,0.642821746,4.535072418,7.054945549,0.367468173918906,799,2
3LbNSBzHHBSuzhUUvuwB8Q,IfcWallStandardCase,1.712,0.467,4.1495,12.094065,11.2704007,0.431148797,0.462658047,1.073082078,0.3668815492484,800,2
3pms57Ad5AVAb74jf4yKl4,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.365830110542929,801,2
3NhaIUfh12PAdrGa$S3xBP,IfcWallStandardCase,0.324,2.686,4.778,24.80892935,18.04162774,0.525843956,0.723084732,1.375093739,0.365808517965869,802,2
3LbNSBzHHBSuzhUUvuwA89,IfcWallStandardCase,0.324,3.189,4.668,28.55904,17.24577994,0.521492331,0.863592159,1.656001648,0.365241287957324,803,2
3LbNSBzHHBSuzhUUvuwALs,IfcWallStandardCase,11.8,0.324,4.668,97.5145,17.10660571,0.609472949,3.474239768,5.70040028,0.364123742507751,804,2
3Egy$LBd99weR14rW4bflr,IfcWallStandardCase,0.324,0.568759694,4.778,4.603160163,21.98949049,0.53650479,0.11230899,0.209334553,0.363847933975665,805,2
3NhaIUfh12PAdrGa$S3zmB,IfcWallStandardCase,1.17,0.384,4.778,10.922984,13.36829288,0.34881246,0.285008187,0.81708144,0.363758187445832,806,2
3NhaIUfh12PAdrGa$S3za5,IfcWallStandardCase,0.324,5.917637115,4.778,55.19924477,17.19814996,0.510026706,1.636983575,3.209603643,0.363096502501372,807,2
3Egy$LBd99weR14rW4bq6o,IfcWallStandardCase,2.5692,0.324,4.668,19.4933696,18.20708044,0.697554358,0.746835,1.070647744,0.362659334013226,808,2
3NhaIUfh12PAdrGa$S3xln,IfcWallStandardCase,0.324,3.632,4.778,33.409872,17.14865484,0.508856335,0.99137951,1.948250304,0.361884856522111,809,2
2O2Fr$t4X7Zf8NOew3FL96,IfcWallStandardCase,2.165,0.324,3.1,9.59616,19.62751508,1.08960907,0.532724746,0.488913648,0.361737083576321,810,2
1eDKDc1DnD$QFSQ7a2ncUj,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.361341595885709,811,2
3Egy$LBd99weR14rW4brVp,IfcWallStandardCase,0.368,0.543,4.668,4.681544,18.18329327,0.428233135,0.11025463,0.257464032,0.361297232952188,812,2
2O2Fr$t4X7Zf8NOew3FKE5,IfcWallStandardCase,0.617,17.166,1.45,57.607144,6.514045894,0.553980464,4.899141464,8.8435275,0.36059306990913,813,2
0j1baeaJnEc8EiQqU10DQA,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.35746647231621,814,2
2fy0HU_Pb2SgH_LBWWOsj3,IfcWallStandardCase,7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,2.363522954,2.371005,0.357028923607313,815,2
3Egy$LBd99weR14rW4bpJN,IfcWallStandardCase,0.324,3.936,4.668,35.419488,17.11199174,0.52133107,1.07908418,2.069863552,0.356488344207246,816,2
2d8HbdSu9Fr9Na0iagzepj,IfcWallStandardCase,0.254,0.706,4.778,5.182008,41.4264782,1.174353771,0.146899058,0.125089272,0.356322147772379,817,2
3Egy$LBd99weR14rW4btla,IfcWallStandardCase,0.324,3.216,4.778,29.497808,17.22903423,0.508954141,0.871379749,1.712098752,0.355488482990839,818,2
3LbNSBzHHBSuzhUUvuwFJB,IfcWallStandardCase,0.324,0.658951851,4.668,5.323077796,20.93441544,0.539726722,0.137238479,0.254274012,0.35445624963589,819,2
0tIhQ6hmz02e5gznEed5sG,IfcWallStandardCase,0.254,0.536451851,4.668,3.525414536,43.42905159,1.211784184,0.098368291,0.081176411,0.353330733660676,820,2
3Egy$LBd99weR14rW4bnwn,IfcWallStandardCase,5.016,0.324,4.668,45.338208,16.99194222,0.521216834,1.390720197,2.668218112,0.352887355574956,821,2
2d8HbdSu9Fr9Na0iagzegD,IfcWallStandardCase,2.752,0.254,4.778,24.136152,38.25760809,1.167984374,0.73686385,0.630885024,0.352347107523026,822,2
2d8HbdSu9Fr9Na0iagzMBv,IfcWallStandardCase,0.606,0.254,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.349433098268911,823,2
1uDBQ9y7vCyxXlpVEuen_h,IfcWallStandardCase,0.254,8.316942695,4.668,73.8848606,37.73114467,1.196498255,2.34297442,1.958192927,0.349105967317773,824,2
3Egy$LBd99weR14rW4brzp,IfcWallStandardCase,0.324,4.329,4.668,35.652812,17.43009371,0.584865353,1.196327159,2.045474488,0.348297039336343,825,2
2d8HbdSu9Fr9Na0iagzMzc,IfcWallStandardCase,0.543,0.254,4.88,3.752964,43.29529125,1.156341918,0.10023514,0.08668296,0.346586317061247,826,2
3LbNSBzHHBSuzhUUvuwBA0,IfcWallStandardCase,6.4445,0.467,4.77,60.840163,8.501704198,0.246583818,1.764610872,7.156231455,0.346454609953961,827,2
1aj$VJZFn2TxepZUBcKpZw,IfcWallStandardCase,1.724,0.324,3.1,7.34352,20.62608159,1.09867746,0.391162997,0.356030784,0.345446415321386,828,2
2d8HbdSu9Fr9Na0iagzNlQ,IfcWallStandardCase,0.376,0.254,4.778,2.124888,48.8375454,1.221450186,0.053144457,0.043509312,0.345387291480787,829,2
2j55VthSj3Lu0J6fyrpMqO,IfcWallStandardCase,0.467,1.083688534,2.7435,4.230636819,13.39828125,0.894384106,0.282410427,0.315759667,0.343982067582762,830,2
3LbNSBzHHBSuzhUUvuwFla,IfcWallStandardCase,0.324,1.282486743,4.668,10.95427985,18.45953341,0.524582593,0.311298471,0.593421275,0.343657158576921,831,2
3NhaIUfh12PAdrGa$S3x$I,IfcWallStandardCase,2.446,0.324,4.778,22.256728,17.4563762,0.509298943,0.649351728,1.274991312,0.343191182184981,832,2
3Egy$LBd99weR14rW4btB1,IfcWallStandardCase,1.324,0.324,4.778,11.70544,18.34526369,0.511609683,0.326439377,0.638063328,0.342968269696972,833,2
0tIhQ6hmz02e5gznEed6S5,IfcWallStandardCase,0.254,0.489,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.342272103796486,834,2
3Egy$LBd99weR14rW4bmvZ,IfcWallStandardCase,4.666,0.324,4.668,42.123808,17.02448787,0.521244955,1.289719995,2.474306912,0.34002081881998,835,2
2g$QZpOGbBUxSNx_ZgxJhH,IfcWallStandardCase,0.254,3.014,4.668,25.93236,38.19539666,1.196692039,0.812481384,0.678939408,0.338019074489102,836,2
2d8HbdSu9Fr9Na0iagzejJ,IfcWallStandardCase,2.096,0.254,4.778,18.058968,38.52876135,1.168196499,0.547549998,0.468713952,0.336408004195611,837,2
0tIhQ6hmz02e5gznEedAgK,IfcWallStandardCase,0.254,0.7227904,4.668,5.210660378,41.31028957,1.202837531,0.151719534,0.126134685,0.335774827594816,838,2
3NhaIUfh12PAdrGa$S3w3B,IfcWallStandardCase,7.02,0.324,4.778,61.894636,17.05368552,0.519295319,1.884730118,3.6293994,0.335247127476104,839,2
3NhaIUfh12PAdrGa$S3yZI,IfcWallStandardCase,13.869,0.324,4.778,129.67862,16.71222074,0.50854545,3.946062774,7.759508568,0.33443438430435,840,2
3Egy$LBd99weR14rW4bpD_,IfcWallStandardCase,0.324,0.3975,4.668,2.921904,26.70324211,0.615227888,0.067319048,0.10942132,0.334226863477177,841,2
3pms57Ad5AVAb74jf4yKnX,IfcWallStandardCase,0.254,0.66,4.668,4.642784,41.8324907,1.204687672,0.133702406,0.11098512,0.333802939375337,842,2
1gB8e1Vx12uuYk1k1dI5jl,IfcWallStandardCase,7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2.249878032,2.20482,0.333272510014635,843,2
3Egy$LBd99weR14rW4bow4,IfcWallStandardCase,0.324,8.813,4.668,70.081892,17.32339043,0.611586168,2.474175938,4.045506696,0.33128156436921,844,2
3qpE7fVkr8dRZ2wfCc6tU4,IfcWallStandardCase,0.225,3.199,1.7,4.09545,86.06146572,11.64005012,0.553920885,0.0475875,0.330952781553847,845,2
1tTPk9yfH7GhtcsoRqKRqL,IfcWallStandardCase,0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,0.57420769,0.268374147,0.330748781402347,846,2
2d8HbdSu9Fr9Na0iagzMn1,IfcWallStandardCase,0.254,0.577334331,4.88,4.078041446,42.76472681,1.153910333,0.110036811,0.095359932,0.330310734454202,847,2
3Y4YRln2r91vflHcHE5ITs,IfcWallStandardCase,0.254,1.3351,0.488,0.8075124,45.74344078,18.58292258,0.32804573,0.017653075,0.329126884490024,848,2
2O2Fr$t4X7Zf8NOew3FNhv,IfcWallStandardCase,0.617,17.166,3.3,117.735884,5.829609895,0.236735313,4.781150335,20.1961857,0.326658448320319,849,2
0tIhQ6hmz02e5gznEed4hx,IfcWallStandardCase,0.308873867,0.254,4.668,1.467199255,55.85454576,1.335555619,0.035082663,0.026268216,0.326657463816851,850,2
3Egy$LBd99weR14rW4bpeQ,IfcWallStandardCase,0.324,2.536,4.668,19.1859,18.23589881,0.619513003,0.651786603,1.052095112,0.325428055926044,851,2
0tIhQ6hmz02e5gznEedAi8,IfcWallStandardCase,0.254,4.646,4.668,40.692168,37.93450717,1.196560009,1.283544312,1.072695312,0.324902780498194,852,2
0bk1ZfURb7DB4FOIglu8mW,IfcWallStandardCase,0.482,0.254,4.668,3.032952,44.57686319,1.218210493,0.082885463,0.068038704,0.324762439268805,853,2
2w8QTb0MP8h8PKkXEQ47gy,IfcWallStandardCase,0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,2.030309841,2.7417,0.323881985546872,854,2
2T$ecebnPABRNqsBio_PSt,IfcWallStandardCase,0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,1.387427928,1.210865853,0.323690475439615,855,2
0UkNSLJf55phwJDF$vXKC6,IfcWallStandardCase,1.45025,0.254,4.778,12.07674,39.0735891,1.168811668,0.361252574,0.309076803,0.323453943530961,856,2
2d8HbdSu9Fr9Na0iagzMhq,IfcWallStandardCase,1.001,0.254,4.88,8.089308,39.96126637,1.144865416,0.231753641,0.20242872,0.323411215536846,857,2
3NhaIUfh12PAdrGa$S3yXR,IfcWallStandardCase,0.324,3.266,4.778,29.968008,17.21821998,0.508940248,0.88580152,1.740482352,0.32208061202317,858,2
2d8HbdSu9Fr9Na0iagzerG,IfcWallStandardCase,0.606,0.254,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.322080302575225,859,2
2j55VthSj3Lu0J6fyrpGR8,IfcWallStandardCase,0.467,1.226688534,2.7435,5.012481944,12.2338508,0.78811775,0.322909447,0.409722337,0.321795994593606,860,2
2d8HbdSu9Fr9Na0iagzMp8,IfcWallStandardCase,0.254,0.526,4.88,3.592008,43.59935679,1.157837401,0.095390426,0.08238672,0.320218654489467,861,2
3Egy$LBd99weR14rW4bocT,IfcWallStandardCase,0.324,2.185,4.668,19.338304,17.58421651,0.522059803,0.574137106,1.09975352,0.320047766155223,862,2
3Egy$LBd99weR14rW4bgUU,IfcWallStandardCase,6.232000141,0.324,4.778,57.86027332,16.89746923,0.508631963,1.74165634,3.424197584,0.32000818033632,863,2
3pms57Ad5AVAb74jf4yKsy,IfcWallStandardCase,0.254,4.736,4.668,41.502348,38.21701216,1.19677486,1.299655937,1.085965272,0.318125348498838,864,2
3Egy$LBd99weR14rW4bgaI,IfcWallStandardCase,3.336,0.324,4.778,30.626288,17.20365936,0.508921903,0.905992642,1.780219392,0.31785298675776,865,2
0tIhQ6hmz02e5gznEed5so,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.317400591166704,866,2
2d8HbdSu9Fr9Na0iagzMOV,IfcWallStandardCase,0.254,0.341,4.88,1.840428,51.64878463,1.223177549,0.043586122,0.03563352,0.317337033908332,867,2
3NhaIUfh12PAdrGa$S3zS8,IfcWallStandardCase,0.488,0.254,4.778,3.162456,44.41835348,1.188072061,0.084587233,0.071197056,0.31733266089199,868,2
3LbNSBzHHBSuzhUUvuwCwj,IfcWallStandardCase,0.324,6.469,4.668,51.930584,17.37401912,0.59822073,1.788069396,2.988979328,0.316086917838778,869,2
3Egy$LBd99weR14rW4bmgP,IfcWallStandardCase,0.324,3.0458,4.668,27.2438912,17.27944991,0.521538548,0.822291191,1.576664266,0.314705589382596,870,2
3NhaIUfh12PAdrGa$S3yDY,IfcWallStandardCase,0.324,0.55,4.778,4.426744,22.28018997,0.53949596,0.107189863,0.1986852,0.312472835391062,871,2
0O05KzZD59n9v70q6Hdp5J,IfcWallStandardCase,7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2.163567942,1.26441,0.310261982133552,872,2
3Egy$LBd99weR14rW4bgxC,IfcWallStandardCase,2.777,0.368,4.778,26.29433335,13.5130865,0.382450414,0.744188138,1.945842155,0.310129819830814,873,2
3Egy$LBd99weR14rW4bq_P,IfcWallStandardCase,0.324,2.929,4.668,26.1712,17.30952901,0.521581751,0.788607264,1.511953328,0.309853841238281,874,2
0tIhQ6hmz02e5gznEed4rk,IfcWallStandardCase,0.254,1.066,2.7,4.693528,40.14650586,2.142487463,0.250478209,0.11691,0.309070546318334,875,2
0iEHWY1$XA8eQeeULq4jZ1,IfcWallStandardCase,4.553,0.352,2.995,26.506262,14.33291149,0.679905544,1.257368714,1.84932852,0.308662809791851,876,2
1qc5HjZvrCsga38tqxQ3Sv,IfcWallStandardCase,0.254,0.48899911,4.668,3.096251955,44.40510114,1.217179131,0.084870728,0.069727393,0.307854823008196,877,2
3Egy$LBd99weR14rW4bgF$,IfcWallStandardCase,0.324,2.55156129,4.778,23.24942637,17.41640303,0.509231024,0.679780387,1.3349155,0.307345517776551,878,2
33Mpin_v5ALuIadSCoVpiL,IfcWallStandardCase,5.95,0.375,2.8,28.127,13.04168405,0.844732676,1.821834962,2.1567,0.306617146617608,879,2
3Egy$LBd99weR14rW4bram,IfcWallStandardCase,0.324,0.7041,4.668,5.7377184,20.5441266,0.53657622,0.149859048,0.279287531,0.306177754555982,880,2
3Egy$LBd99weR14rW4bmEA,IfcWallStandardCase,0.324,6.503,4.668,52.24284,17.36902549,0.594475414,1.788072908,3.007816416,0.305279042335414,881,2
3Egy$LBd99weR14rW4brCk,IfcWallStandardCase,0.324,1.466,4.668,12.735008,18.15643866,0.5235375,0.367211565,0.701404512,0.30457053034279,882,2
3Egy$LBd99weR14rW4bnr3,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.303601336283348,883,2
3pms57Ad5AVAb74jf4yKW4,IfcWallStandardCase,0.254,0.477606483,4.668,2.993217029,44.68910732,1.218897649,0.081640145,0.066978671,0.303254467061023,884,2
2d8HbdSu9Fr9Na0iagzNf6,IfcWallStandardCase,0.606,0.254,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.30322276197508,885,2
3LbNSBzHHBSuzhUUvuwB4_,IfcWallStandardCase,9.1365,0.467,5.227,97.30408,8.11228957,0.215170626,2.580896505,11.99465073,0.300414831558316,886,2
2d8HbdSu9Fr9Na0iagzLCq,IfcWallStandardCase,0.876,0.254,4.88,6.905808,40.42296735,1.145911283,0.195766017,0.17083872,0.299914511112975,887,2
2d8HbdSu9Fr9Na0iagzetc,IfcWallStandardCase,0.254,0.370999853,4.778,2.078566642,49.1698255,1.224564077,0.051766261,0.042273216,0.299645489467876,888,2
3LbNSBzHHBSuzhUUvuwEvJ,IfcWallStandardCase,0.324,1.15,4.668,9.832864,18.68192299,0.525463954,0.276567653,0.5263304,0.299332806459778,889,2
0RmXi_fKL81PypRqApjz1c,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.299177368059006,890,2
02d9ghXCP8VhJb_JiRT6Kn,IfcWallStandardCase,0.3,2.12,2.8,10.888,21.81089744,1.111793885,0.555007507,0.4992,0.298251245973642,891,2
3Egy$LBd99weR14rW4bt7_,IfcWallStandardCase,0.324,3.742,4.778,34.444312,17.13055699,0.508836052,1.023113712,2.010694224,0.298079857900515,892,2
0hdUPW_RL4vwsBhjJMAv6p,IfcWallStandardCase,0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,0.57420769,0.268374147,0.297207539192197,893,2
3Egy$LBd99weR14rW4beVZ,IfcWallStandardCase,0.324,2.440637115,4.778,22.50153677,18.2079538,0.531575029,0.656924726,1.235808099,0.296626550865414,894,2
3LbNSBzHHBSuzhUUvuwCii,IfcWallStandardCase,0.324,2.99,4.668,26.731424,17.29350571,0.521558511,0.806198693,1.54574928,0.295667982720523,895,2
3Egy$LBd99weR14rW4bgtm,IfcWallStandardCase,0.692,0.324,4.778,5.414201441,22.1803544,0.539136098,0.131602561,0.24409896,0.295161190768053,896,2
0tIhQ6hmz02e5gznEed4I2,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.294298000611237,897,2
3Y4YRln2r91vflHcHE5ITp,IfcWallStandardCase,1.2831,0.254,0.488,0.7719444,45.82803305,18.58498542,0.313052393,0.016844371,0.292699836718746,898,2
3NhaIUfh12PAdrGa$S3y3B,IfcWallStandardCase,0.324,1.666,4.778,14.921608,17.93016073,0.510340387,0.42470892,0.832207152,0.292508174785022,899,2
3Egy$LBd99weR14rW4brRZ,IfcWallStandardCase,0.324,3.402,4.668,30.515232,17.20126945,0.521434709,0.92503063,1.774010464,0.292342780381877,900,2
3LbNSBzHHBSuzhUUvuwCXe,IfcWallStandardCase,4.28,0.368,4.668,39.331008,12.84258556,0.384906099,1.178792603,3.06254592,0.29019758959222,901,2
2O2Fr$t4X7Zf8NOew3FLR9,IfcWallStandardCase,0.617,18,3.1,108.9671089,6.508744464,0.265408595,4.443377287,16.74164803,0.290158475655659,902,2
0tIhQ6hmz02e5gznEed4_p,IfcWallStandardCase,0.766,0.254,4.668,5.601448,41.01823352,1.201904792,0.164132061,0.136559952,0.287632096243423,903,2
3Egy$LBd99weR14rW4bejm,IfcWallStandardCase,0.324,8.098637115,4.58,66.82379365,17.04051117,0.584595925,2.292473335,3.921466498,0.287313505830575,904,2
0niaWDKEXA48tluuFcC0op,IfcWallStandardCase,1.857,0.467,2.227,8.5903495,9.821292327,0.542852661,0.474814712,0.874665901,0.286660928562211,905,2
0tIhQ6hmz02e5gznEed7ji,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.284418415181544,906,2
3Egy$LBd99weR14rW4bqN_,IfcWallStandardCase,0.324,2.615999571,4.668,23.29660406,17.40447455,0.521729971,0.698356996,1.338541074,0.282847851966981,907,2
3Egy$LBd99weR14rW4bt02,IfcWallStandardCase,1.013123363,0.324,4.778,8.434045545,19.78004148,0.518795401,0.221210054,0.426391702,0.282673052703894,908,2
2d8HbdSu9Fr9Na0iagzexB,IfcWallStandardCase,0.254,0.606,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.282562691685363,909,2
0bpfxAz3XBrAx$RjFuHu7a,IfcWallStandardCase,0.324,7.735759694,4.778,72.00162816,16.8313055,0.508593366,2.175680931,4.277839777,0.282201129868402,910,2
3Egy$LBd99weR14rW4bnkT,IfcWallStandardCase,0.324,4.122,4.668,37.127712,17.08660374,0.521304508,1.132749605,2.172913504,0.281882149421965,911,2
2H4Pwq05PEi8oUGw141y4X,IfcWallStandardCase,7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2.249878032,2.20482,0.281578390029648,912,2
35QeWibpT4DfyH3NIf2o87,IfcWallStandardCase,5.545,0.324,4.778,48.023736,17.19996596,0.566713753,1.582311948,2.7920832,0.281461733161753,913,2
0tIhQ6hmz02e5gznEedAbS,IfcWallStandardCase,1.355,0.254,4.668,10.928364,39.21626634,1.19777871,0.333783987,0.27866916,0.281402876870624,914,2
3Egy$LBd99weR14rW4bpLA,IfcWallStandardCase,0.324,4.403,4.668,39.708416,17.05251041,0.521270866,1.213829512,2.328596496,0.280424407650125,915,2
2d8HbdSu9Fr9Na0iagzM6J,IfcWallStandardCase,0.956025,0.254,4.778,7.4982396,40.1193242,1.170697884,0.218801623,0.186898452,0.28015845533193,916,2
3Egy$LBd99weR14rW4brn5,IfcWallStandardCase,18.02,0.324,4.668,161.390956,16.75792105,0.528966713,5.094333791,9.6307266,0.279324728644295,917,2
0tIhQ6hmz02e5gznEedAeM,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.279230520469678,918,2
0tIhQ6hmz02e5gznEed5yE,IfcWallStandardCase,0.254,0.482451851,4.668,3.037038536,44.56551749,1.218141614,0.083013577,0.068147723,0.276694032664162,919,2
3pms57Ad5AVAb74jf4yKbh,IfcWallStandardCase,0.254,0.66,4.668,4.642784,41.8324907,1.204687672,0.133702406,0.11098512,0.276204514911117,920,2
2d8HbdSu9Fr9Na0iagzev4,IfcWallStandardCase,1.016,0.254,4.778,8.053848,39.92488943,1.170277111,0.236074141,0.201724992,0.275972143301188,921,2
1u5DHKoF16lAN2epmIoeKF,IfcWallStandardCase,7.675,0.4,2.58,38.62473065,11.48790522,0.62263887,2.093441597,3.362208333,0.275814578242417,922,2
3Egy$LBd99weR14rW4bpst,IfcWallStandardCase,1.805975,0.324,4.668,15.8573384,17.82200923,0.522594985,0.464984919,0.889761541,0.274716539797702,923,2
3Egy$LBd99weR14rW4borL,IfcWallStandardCase,0.324,0.55,4.668,4.322464,22.29094555,0.55277809,0.107189863,0.1939112,0.271847711407697,924,2
0tIhQ6hmz02e5gznEed4KF,IfcWallStandardCase,0.254,0.552,4.668,3.666032,43.16648279,1.210468978,0.102802399,0.084927744,0.271581151495139,925,2
2d8HbdSu9Fr9Na0iagzMWO,IfcWallStandardCase,0.254,3.793084819,4.88,34.52476707,38.02101223,1.142401606,1.037351376,0.908044396,0.270277665359811,926,2
3Egy$LBd99weR14rW4btAE,IfcWallStandardCase,0.324,3.866,4.778,35.610408,17.11145799,0.50881534,1.058888253,2.081085552,0.270071535147737,927,2
1qc5HjZvrCsga38tqxQ3IA,IfcWallStandardCase,0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.270019369625605,928,2
3Egy$LBd99weR14rW4bp6q,IfcWallStandardCase,0.254,0.66,3.2,3.13368,42.05152979,1.794181506,0.133702406,0.07452,0.269679123693242,929,2
3NhaIUfh12PAdrGa$S3zU9,IfcWallStandardCase,0.254,6.552085349,4.778,58.7026768,38.12585794,1.190295677,1.832707411,1.539707694,0.268731824394192,930,2
3Egy$LBd99weR14rW4bnvZ,IfcWallStandardCase,0.254,0.504,4.668,3.23192,44.06361198,1.215201288,0.08913099,0.073346688,0.267990545330816,931,2
3Egy$LBd99weR14rW4bs_8,IfcWallStandardCase,6.303,0.324,4.668,50.40604,17.39933232,0.650578801,1.884733301,2.897010016,0.26790964718155,932,2
3Egy$LBd99weR14rW4bny6,IfcWallStandardCase,6.85,0.324,4.668,62.181664,16.87741171,0.521134728,1.920023351,3.6843128,0.267808967356997,933,2
2d8HbdSu9Fr9Na0iagzerk,IfcWallStandardCase,0.254,0.482,4.778,3.106872,44.56610762,1.18893938,0.082885463,0.069713784,0.267786046239781,934,2
2d8HbdSu9Fr9Na0iagzMik,IfcWallStandardCase,0.254,0.85,4.88,6.65964,40.54131054,1.146207689,0.188285245,0.164268,0.267782125486492,935,2
3LbNSBzHHBSuzhUUvuwCHk,IfcWallStandardCase,0.324,2.786,4.668,25.15312935,18.01041622,0.540360651,0.754661147,1.396587899,0.266747623404909,936,2
2_TmT90dD0x8tJSTjyTcuF,IfcWallStandardCase,1.999,0.324,2.268,8.39968,18.20787898,1.128408559,0.520558754,0.461321168,0.266590116426724,937,2
0tIhQ6hmz02e5gznEed7vL,IfcWallStandardCase,0.324,6.516,4.668,59.114208,16.89331594,0.52114456,1.823623499,3.499266112,0.266589648694501,938,2
3Egy$LBd99weR14rW4brDa,IfcWallStandardCase,0.549000123,0.324,4.668,4.313281128,22.30731684,0.552954929,0.106917837,0.193357236,0.266467298906954,939,2
3Y4YRln2r91vflHcHE5IVS,IfcWallStandardCase,1.2831,0.254,0.488,0.7719444,45.82803305,18.58498542,0.313052393,0.016844371,0.265832847920209,940,2
3Egy$LBd99weR14rW4bpig,IfcWallStandardCase,2.59,0.324,4.668,23.057824,17.41347992,0.521744964,0.690861539,1.32413648,0.264837130862654,941,2
3qpE7fVkr8dRZ2wfCc6tU4,IfcWallStandardCase,0.225,3.199,1.7,4.09545,86.06146572,11.64005012,0.553920885,0.0475875,0.264750530941912,942,2
3Egy$LBd99weR14rW4bmzE,IfcWallStandardCase,18.506,0.324,4.668,152.350428,17.05766908,0.604840547,5.402128259,8.931491592,0.264247311282454,943,2
0bk1ZfURb7DB4FOIglu8zZ,IfcWallStandardCase,4.764,0.324,4.668,43.02384,17.01487193,0.521236426,1.317999494,2.528602048,0.263590977286629,944,2
3NhaIUfh12PAdrGa$S3y1U,IfcWallStandardCase,3.076,0.324,4.778,28.181248,17.26131455,0.508996965,0.831001003,1.632624672,0.262789532697256,945,2
3NhaIUfh12PAdrGa$S3xqt,IfcWallStandardCase,0.324,4.846,4.778,44.826328,16.99638209,0.508705614,1.341662277,2.637404112,0.262014568530921,946,2
3qpE7fVkr8dRZ2wfCc6tnc,IfcWallStandardCase,0.225,0.37208546,1.7,0.599860653,92.95546574,7.778813797,0.050198278,0.006453205,0.261624142840971,947,2
3Egy$LBd99weR14rW4beZu,IfcWallStandardCase,0.254,0.764637115,3.2,3.772803496,41.24580171,1.79007589,0.163740412,0.091471213,0.261292922115439,948,2
0tIhQ6hmz02e5gznEed7S0,IfcWallStandardCase,0.254,0.66,2.7,2.61968,42.18486312,2.153017808,0.133702406,0.0621,0.260919045946869,949,2
3Egy$LBd99weR14rW4bp7c,IfcWallStandardCase,2.006277266,0.324,4.668,17.69691441,17.68390955,0.522270486,0.522654567,1.000735406,0.260624507641449,950,2
