global_ids,types,X,Y,Z,areas,ax1s,ax2s,gyrations,volumes,Rand,Rank,Train
3Egy$LBd99weR14rW4bnvV,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.50180702231067,637,2
0tIhQ6hmz02e5gznEed7S_,IfcWallStandardCase,0.307,0.254,2.7,0.816556,56.52862582,2.39521579,0.034598892,0.014445,0.501242154673452,638,2
2j55VthSj3Lu0J6fyrpHP0,IfcWallStandardCase,4.973999994,0.254,0.7,5.343591994,41.45597294,10.6923556,1.378223251,0.128898,0.501166828959383,639,2
3LbNSBzHHBSuzhUUvuwD4n,IfcWallStandardCase,1.92,0.324,4.668,16.904544,17.73945053,0.522396437,0.49780987,0.95293504,0.500958824493447,640,2
0tIhQ6hmz02e5gznEed55c,IfcWallStandardCase,0.376,0.254,3.2,1.399008,49.06734007,1.863932984,0.053144457,0.028512,0.500900406895093,641,2
0tIhQ6hmz02e5gznEed5$v,IfcWallStandardCase,0.254,0.659546221,3.2,3.130908316,42.05582305,1.794205601,0.133572305,0.074446488,0.500325880731944,642,2
2d8HbdSu9Fr9Na0iagzMKd,IfcWallStandardCase,0.806,0.254,4.88,6.243048,40.7647175,1.146798695,0.175630294,0.15314832,0.498400981751971,643,2
2d8HbdSu9Fr9Na0iagzeyg,IfcWallStandardCase,0.254,0.606,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.497158848508848,644,2
2d8HbdSu9Fr9Na0iagzNfZ,IfcWallStandardCase,0.254,0.606,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.49699762777317,645,2
0tIhQ6hmz02e5gznEed4cj,IfcWallStandardCase,0.254,0.66,2.7,2.61968,42.18486312,2.153017808,0.133702406,0.0621,0.496619878895865,646,2
3Egy$LBd99weR14rW4be1y,IfcWallStandardCase,0.324,1.835438017,4.778,16.51500311,17.78881823,0.509984127,0.473465373,0.92839237,0.496218707246837,647,2
3Egy$LBd99weR14rW4bg80,IfcWallStandardCase,0.324,2.929,4.778,26.79886,17.29877344,0.509049205,0.788607264,1.549176888,0.495848525959191,648,2
0tIhQ6hmz02e5gznEedAZ1,IfcWallStandardCase,0.254,1.066,2.7,4.693528,40.14650586,2.142487463,0.250478209,0.11691,0.495571348823681,649,2
2O2Fr$t4X7Zf8NOew3FLTF,IfcWallStandardCase,2.289,0.324,3.588,12.720272,19.27566229,0.926770342,0.611588367,0.659913616,0.495550525328689,650,2
3Egy$LBd99weR14rW4bsCG,IfcWallStandardCase,0.324,6.103998358,4.778,56.65654456,16.90465774,0.508636672,1.704713383,3.351534556,0.494348290174413,651,2
3Egy$LBd99weR14rW4brDp,IfcWallStandardCase,0.324,0.55,4.668,4.322464,22.29094555,0.55277809,0.107189863,0.1939112,0.494107336250789,652,2
24wOFwWPf0iOQuswFB3Rqe,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.491359864764403,653,2
04AHiTxLPEO8vEI57pC7Rc,IfcWallStandardCase,7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2.249878032,2.20482,0.491260395879488,654,2
3NhaIUfh12PAdrGa$S3xkv,IfcWallStandardCase,0.324,3.632,4.778,33.409872,17.14865484,0.508856335,0.99137951,1.948250304,0.488921561082772,655,2
3Egy$LBd99weR14rW4bqRu,IfcWallStandardCase,2.616,0.324,4.668,23.296608,17.4044744,0.521729971,0.69835712,1.338541312,0.488591116588609,656,2
3LbNSBzHHBSuzhUUvuwBG4,IfcWallStandardCase,0.467,17.28145593,5.227,168.1915954,8.253485153,0.236119915,4.811710998,20.3782514,0.487179725773914,657,2
2Xm8mTFlXE_vTXaS55sSaL,IfcWallStandardCase,0.324,1.94443871,2.378,8.571539822,18.19380649,1.07157915,0.504846711,0.471124051,0.486632710888806,658,2
3Egy$LBd99weR14rW4bfOX,IfcWallStandardCase,12.98,0.324,4.778,107.814512,17.15056436,0.599451466,3.768363884,6.2863536,0.486610200859193,659,2
1TwzF17vn7cgptSqix6oHw,IfcWallStandardCase,0.3,2.16664344,2.58,6.584916805,24.78581424,2.360743708,0.627185404,0.265672805,0.484803815162349,660,2
0tIhQ6hmz02e5gznEed4cs,IfcWallStandardCase,0.307,0.254,2.7,0.816556,56.52862582,2.39521579,0.034598892,0.014445,0.484492174179901,661,2
1xQpdFz29BqQfCZqryh62r,IfcWallStandardCase,0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,2.030309841,2.7417,0.484367976431162,662,2
0GqcYYjeX4e8lXEYRY1v3l,IfcWallStandardCase,6.42,0.324,1.85,22.47776,17.66269688,1.411204757,1.795916108,1.272612,0.484193567736657,663,2
2d8HbdSu9Fr9Na0iagzMhD,IfcWallStandardCase,0.254,0.85,4.88,6.65964,40.54131054,1.146207689,0.188285245,0.164268,0.480625070318137,664,2
1uDBQ9y7vCyxXlpVEuen1x,IfcWallStandardCase,0.254,0.56,4.668,3.738384,43.04022017,1.209857194,0.105085679,0.08685792,0.479102497592859,665,2
1QpVmxikTDyhytLu6h8$tk,IfcWallStandardCase,0.378,0.324,4.778,2.809256,27.80185931,0.619751894,0.062623212,0.101045616,0.478936510741828,666,2
3LbNSBzHHBSuzhUUvuwATn,IfcWallStandardCase,0.467,6.25,5.337,68.131558,8.210547512,0.210674061,1.748184511,8.29805295,0.478546426565922,667,2
2VfLmWcabCzPoYl1XQvHa0,IfcWallStandardCase,7.375,0.4,2.58,34.8102903,11.57430786,0.724342412,2.178494815,3.007548333,0.47690403476534,668,2
3Egy$LBd99weR14rW4bmVi,IfcWallStandardCase,1.289999749,0.324,4.668,11.11862169,18.41152264,0.524404908,0.316685366,0.603894741,0.476609232365001,669,2
2Xm8mTFlXE_vTXaS55sSmh,IfcWallStandardCase,2.005,0.324,2.378,8.850364,18.15533914,1.071401415,0.522286719,0.48747996,0.476554592563294,670,2
3LbNSBzHHBSuzhUUvuwA4P,IfcWallStandardCase,0.324,2.964,4.668,23.116652,17.93071587,0.585541548,0.754892347,1.289220808,0.475788958535567,671,2
3Egy$LBd99weR14rW4bq8w,IfcWallStandardCase,2.6932,0.324,4.668,24.0056128,17.37884177,0.521688183,0.720614451,1.381312582,0.475660200239666,672,2
3NhaIUfh12PAdrGa$S3ye4,IfcWallStandardCase,0.324,1.296,4.778,11.442128,18.39072177,0.511768826,0.318406449,0.622168512,0.475380068909273,673,2
2O2Fr$t4X7Zf8NOew3FK9N,IfcWallStandardCase,0.617,17.583,1.45,58.997422,6.511218008,0.553972536,5.019483523,9.06088875,0.474024725457278,674,2
2j55VthSj3Lu0J6fyrpHf8,IfcWallStandardCase,6.49772661,0.324,3.97,49.98165484,16.97711115,0.617633024,1.818349445,2.944061236,0.472250678372084,675,2
3lTaj3lyb2VvtQQqO7XZ_Z,IfcWallStandardCase,7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2.249878032,2.20482,0.471786688556327,676,2
0tIhQ6hmz02e5gznEedAdz,IfcWallStandardCase,0.254,0.606,3.2,2.803848,42.62981208,1.797637761,0.118234231,0.065772,0.471460759568401,677,2
3qpE7fVkr8dRZ2wfCc6tnc,IfcWallStandardCase,0.225,0.37208546,1.7,0.599860653,92.95546574,7.778813797,0.050198278,0.006453205,0.471173588227819,678,2
3Egy$LBd99weR14rW4brsL,IfcWallStandardCase,0.254,0.553,4.668,3.675076,43.15038699,1.210390241,0.103087746,0.085169016,0.471031503713581,679,2
3fmFvgvkzBZ8Spbxb4TlSH,IfcWallStandardCase,0.3,2.124976774,2.8,6.655874578,24.61547051,2.657948327,0.718693177,0.270393961,0.471006424238002,680,2
0tIhQ6hmz02e5gznEed5Bu,IfcWallStandardCase,0.254,0.660001929,3.2,3.133691781,42.05151156,1.794181404,0.133702959,0.074520312,0.470466566774072,681,2
1ceHy3C15CfPlZSMQJwmH5,IfcWallStandardCase,7.375,0.4,2.58,34.8102903,11.57430786,0.724342412,2.178494815,3.007548333,0.46773186959758,682,2
3UV0Yl1KH1AhU5fApsEfJV,IfcWallStandardCase,7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2.163567942,1.26441,0.466806344113859,683,2
1uDBQ9y7vCyxXlpVEuen6c,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.465816457203865,684,2
3Egy$LBd99weR14rW4bfG0,IfcWallStandardCase,0.324,3.576,4.778,31.53159514,17.20538791,0.51718368,0.947820909,1.832658195,0.465543411194528,685,2
3Egy$LBd99weR14rW4bgEV,IfcWallStandardCase,0.254,0.57743871,4.778,3.991016212,42.77278259,1.179613453,0.110066639,0.093307378,0.464691326894044,686,2
3Egy$LBd99weR14rW4bfv$,IfcWallStandardCase,3.981,0.324,4.778,36.691868,17.09486485,0.508797924,1.092067496,2.146367832,0.464336961017531,687,2
1byTDaqS91rBnWJlv$n$Tt,IfcWallStandardCase,0.368,2.032,4.668,18.487552,13.44409254,0.386193877,0.531071872,1.375143168,0.462276970361957,688,2
3Egy$LBd99weR14rW4bszE,IfcWallStandardCase,0.324,6.223,4.668,56.423296,16.90872027,0.521154566,1.739058773,3.336934736,0.461191917695317,689,2
3LbNSBzHHBSuzhUUvuwCk3,IfcWallStandardCase,0.324,1.893,4.668,13.280588,19.08534828,0.732485155,0.509701653,0.695852536,0.460333273035261,690,2
3LbNSBzHHBSuzhUUvuwEd0,IfcWallStandardCase,0.324,3.25,4.668,26.679696,17.79142662,0.614788679,0.921925791,1.4995816,0.460167042980821,691,2
3Egy$LBd99weR14rW4brrF,IfcWallStandardCase,0.554,0.324,4.668,4.3592,22.22637735,0.552085025,0.108278961,0.196127328,0.45992571047061,692,2
1qc5HjZvrCsga38tqxQ3t3,IfcWallStandardCase,0.499,0.254,4.668,3.1867,44.17362782,1.215827902,0.087710224,0.072140328,0.45830761965328,693,2
3qpE7fVkr8dRZ2wfCc6tpJ,IfcWallStandardCase,1.674999609,0.225,1.7,4.573748808,82.6892659,7.699109228,0.425856866,0.055312485,0.458225110638131,694,2
2OprsNDab5A9Ew9vmFApmo,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.457937365100929,695,2
2d8HbdSu9Fr9Na0iagzedd,IfcWallStandardCase,0.254,0.660992427,4.778,4.765057844,41.8123751,1.175707115,0.133986945,0.11396286,0.457557833202914,696,2
3NhaIUfh12PAdrGa$S3y91,IfcWallStandardCase,4.362,0.324,4.778,36.898804,17.40076882,0.594643904,1.260958588,2.120527224,0.457468578854516,697,2
2d8HbdSu9Fr9Na0iagzMZ1,IfcWallStandardCase,0.543,0.254,4.88,3.752964,43.29529125,1.156341918,0.10023514,0.08668296,0.456100683610823,698,2
2O2Fr$t4X7Zf8NOew3FLJd,IfcWallStandardCase,2.165,0.324,3.1,9.59616,19.62751508,1.135157961,0.55499422,0.488913648,0.455303495065963,699,2
3Egy$LBd99weR14rW4bqli,IfcWallStandardCase,0.254,0.55,4.668,3.647944,43.19895033,1.210628465,0.102231763,0.0844452,0.455260155754773,700,2
0tIhQ6hmz02e5gznEed4ed,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.45524659606056,701,2
3pms57Ad5AVAb74jf4yKh$,IfcWallStandardCase,1.376,0.254,4.668,11.118288,39.18534488,1.197732475,0.339839668,0.283735872,0.455093427592194,702,2
2O2Fr$t4X7Zf8NOew3FK1b,IfcWallStandardCase,0.635,1.965,1.323,6.47675,7.511789526,0.608618636,0.524757881,0.862211325,0.45502825773212,703,2
3NhaIUfh12PAdrGa$S3xUm,IfcWallStandardCase,0.324,3.85343871,4.778,35.49228163,17.11333372,0.508817343,1.055264201,2.07395486,0.453656966060107,704,2
3pms57Ad5AVAb74jf4yKob,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.452990076827904,705,2
0tIhQ6hmz02e5gznEed58M,IfcWallStandardCase,0.254,0.606,3.2,2.803848,42.62981208,1.797637761,0.118234231,0.065772,0.452658112106768,706,2
3VhIFuIUX9uRtcE5j_Rceb,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.452583961659061,707,2
2O2Fr$t4X7Zf8NOew3FKRi,IfcWallStandardCase,4.401,0.693,2.995,30.381646,5.248435763,0.210936013,1.221046341,5.788704935,0.452114579697704,708,2
3NhaIUfh12PAdrGa$S3x2Y,IfcWallStandardCase,3.86,0.324,4.778,32.177996,17.53038213,0.548556575,1.006906246,1.83555588,0.452108943328032,709,2
0tIhQ6hmz02e5gznEed5J2,IfcWallStandardCase,1.182,0.324,1.09,2.212216,20.41288315,2.636530207,0.285730059,0.10837352,0.44975843385315,710,2
3LbNSBzHHBSuzhUUvuwAJL,IfcWallStandardCase,35.443,0.467,5.337,365.563912,8.276415238,0.232806975,10.28293361,44.1693537,0.44957565983283,711,2
1a1lItxRP3WBkyTGVpm9Vo,IfcWallStandardCase,7.675,0.35,2.8,21.06058658,16.1439474,1.658478358,2.163567942,1.30455,0.449499147264641,712,2
3pms57Ad5AVAb74jf4yKrp,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.446551326127709,713,2
2d8HbdSu9Fr9Na0iagzNHH,IfcWallStandardCase,1.2745,0.324,4.778,11.239942,18.42723511,0.511899525,0.312240059,0.609963564,0.443657032694257,714,2
1HVnuJQCT3dO0iq6SpAzHj,IfcWallStandardCase,7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2.163567942,1.26441,0.44262547892112,715,2
3Egy$LBd99weR14rW4bmby,IfcWallStandardCase,0.809,0.324,4.668,6.70112,19.86073208,0.531735207,0.179410377,0.337405488,0.439956404405937,716,2
2d8HbdSu9Fr9Na0iagzeum,IfcWallStandardCase,0.922,0.254,4.778,7.183032,40.24399214,1.170984481,0.209005582,0.178487064,0.439931468174986,717,2
109QohUjf8VOlVs1BtLyYg,IfcWallStandardCase,0.3,2.12,2.8,10.888,21.81089744,1.111793885,0.555007507,0.4992,0.438296019109217,718,2
2O2Fr$t4X7Zf8NOew3FLKI,IfcWallStandardCase,1.819,0.324,3.1,10.510912,18.05401788,0.805118453,0.468733844,0.5821924,0.437740044860533,719,2
3Egy$LBd99weR14rW4btFU,IfcWallStandardCase,3.119975,0.324,4.778,25.2188009,17.81662665,0.599352733,0.848362462,1.415464408,0.436765222758746,720,2
0bk1ZfURb7DB4FOIglu73X,IfcWallStandardCase,10.695,0.324,4.668,94.118156,16.88992952,0.555156875,3.093579597,5.5724422,0.436670679166364,721,2
1uDBQ9y7vCyxXlpVEuenAk,IfcWallStandardCase,0.496,0.254,4.668,3.159568,44.24142137,1.216219043,0.086858122,0.071416512,0.434452550912101,722,2
2_TmT90dD0x8tJSTjyTc_T,IfcWallStandardCase,1.91,0.324,2.268,8.009504,18.26574089,1.128693454,0.494930635,0.43849872,0.434336793449044,723,2
3qpE7fVkr8dRZ2wfCc6tpI,IfcWallStandardCase,0.225,1.716000626,1.7,2.13555191,87.47772067,13.64687189,0.33315458,0.024412523,0.433580962387628,724,2
3pms57Ad5AVAb74jf4yKrd,IfcWallStandardCase,0.254,4.79,4.668,41.994504,37.92039446,1.196554558,1.325110561,1.10743848,0.432924016600028,725,2
2d8HbdSu9Fr9Na0iagzNap,IfcWallStandardCase,0.816,0.254,4.778,6.201048,40.72066228,1.17220119,0.178505836,0.152282592,0.432256653372101,726,2
2d8HbdSu9Fr9Na0iagzNeV,IfcWallStandardCase,0.43,0.254,4.778,2.625144,46.16956121,1.199475407,0.068200684,0.05685876,0.432236643110214,727,2
0tIhQ6hmz02e5gznEed5$M,IfcWallStandardCase,0.68,0.254,4.668,4.823664,41.65133128,1.204019377,0.139438158,0.11581056,0.431513111819564,728,2
3LbNSBzHHBSuzhUUvuwDrR,IfcWallStandardCase,0.324,3.042,4.668,23.833004,17.88680015,0.585539202,0.780193105,1.332435304,0.430840849055878,729,2
05uYNx8oPFK8NTFTdaTzC_,IfcWallStandardCase,7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2.163567942,1.26441,0.429835336526678,730,2
3Egy$LBd99weR14rW4bg9L,IfcWallStandardCase,0.254,0.52343871,4.778,3.490760212,43.65746077,1.183885841,0.094661062,0.07995793,0.427502244787578,731,2
3Egy$LBd99weR14rW4btCm,IfcWallStandardCase,1.071,0.324,4.778,9.326228,18.86211551,0.513652017,0.253971291,0.494442312,0.425316802445383,732,2
3LbNSBzHHBSuzhUUvuwFvR,IfcWallStandardCase,1.295,0.324,4.668,11.164544,18.40314385,0.524374382,0.318119605,0.60666504,0.425134757797936,733,2
1qc5HjZvrCsga38tqxQ3pz,IfcWallStandardCase,0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.4237056303844,734,2
3NhaIUfh12PAdrGa$S3xKL,IfcWallStandardCase,0.324,3.476104379,4.778,31.94382958,17.17638541,0.508888654,0.946407061,1.859752725,0.422636993169503,735,2
1uDBQ9y7vCyxXlpVEuenv_,IfcWallStandardCase,0.436,0.254,4.668,2.616928,45.95924088,1.227393221,0.069888006,0.056940192,0.421127585842929,736,2
3qpE7fVkr8dRZ2wfCc6tS_,IfcWallStandardCase,1.674999609,0.225,1.7,4.573748808,82.6892659,7.699109228,0.425856866,0.055312485,0.420594663893152,737,2
3Egy$LBd99weR14rW4bnLH,IfcWallStandardCase,0.254,4.88399996,4.668,42.84463964,37.9116501,1.196551269,1.352244173,1.130118038,0.420320703967496,738,2
0tIhQ6hmz02e5gznEedAim,IfcWallStandardCase,0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.419353389523511,739,2
3Egy$LBd99weR14rW4bnYG,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.41834791998462,740,2
3Egy$LBd99weR14rW4bqX1,IfcWallStandardCase,0.368,1.99,4.668,18.098128,13.46970791,0.386270323,0.518999358,1.34361696,0.417110435435187,741,2
3NhaIUfh12PAdrGa$S3zgZ,IfcWallStandardCase,0.384,1.76532786,4.778,16.59288653,12.58412482,0.345060802,0.454982354,1.318557053,0.416515240110672,742,2
0tIhQ6hmz02e5gznEed4T$,IfcWallStandardCase,0.254,0.482,4.668,3.032952,44.57686319,1.218210493,0.082885463,0.068038704,0.415088339508021,743,2
3Egy$LBd99weR14rW4bn2g,IfcWallStandardCase,3.032,0.324,4.668,27.117152,17.28287452,0.521543375,0.818311269,1.569018624,0.413736231819799,744,2
3Egy$LBd99weR14rW4bmu5,IfcWallStandardCase,0.324,1.924,4.668,13.565292,19.02492045,0.78001378,0.556171298,0.713027528,0.413503513029155,745,2
0tIhQ6hmz02e5gznEed7YL,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.412557905569539,746,2
3Egy$LBd99weR14rW4bgRo,IfcWallStandardCase,2.096,0.324,4.778,18.965328,17.62075658,0.509610914,0.548497341,1.076306112,0.412105958303739,747,2
1aj$VJZFn2TxepZUBcKpee,IfcWallStandardCase,0.324,3.675,0.688,4.374424,20.80293248,4.773579826,1.003784547,0.2102792,0.411139005994563,748,2
3Egy$LBd99weR14rW4bpHZ,IfcWallStandardCase,0.368,0.543,4.668,4.681544,18.18329327,0.428233135,0.11025463,0.257464032,0.410757562216158,749,2
2O2Fr$t4X7Zf8NOew3FLCm,IfcWallStandardCase,1.819,0.384,3.1,11.053192,12.79455084,0.54447803,0.470373699,0.8638984,0.410038147374396,750,2
3LbNSBzHHBSuzhUUvuwEcT,IfcWallStandardCase,0.324,1.76,4.668,12.059116,19.38246476,0.80968682,0.503759837,0.62216628,0.409674030348692,751,2
0$T_kKFfj6eQu9LjJc1L7L,IfcWallStandardCase,0.467,4.2,2.687,23.360058,8.794818449,0.435700135,1.1572701,2.656116,0.408606872369224,752,2
3LbNSBzHHBSuzhUUvuwD9l,IfcWallStandardCase,0.324,5.875000352,4.668,53.22726724,16.92908272,0.521168521,1.638622516,3.144131795,0.407450810699311,753,2
3NhaIUfh12PAdrGa$S3zDw,IfcWallStandardCase,0.254,0.710637115,3,3.21711665,41.66799849,1.919872952,0.148230188,0.077208332,0.40702811785661,754,2
3wBk2gWUr7cxxX6up2TEKc,IfcWallStandardCase,0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,2.030309841,2.7417,0.406508983838605,755,2
3Egy$LBd99weR14rW4bgpF,IfcWallStandardCase,0.324,2.55156129,4.778,23.24942637,17.41640303,0.509231024,0.679780387,1.3349155,0.404965004448323,756,2
0bk1ZfURb7DB4FOIglu8mt,IfcWallStandardCase,0.254,0.66,4.668,4.642784,41.8324907,1.204687672,0.133702406,0.11098512,0.402904407463518,757,2
0tIhQ6hmz02e5gznEed53x,IfcWallStandardCase,0.381,0.254,3.2,1.429548,48.75342746,1.859558955,0.054525988,0.029322,0.402717771231509,758,2
2d8HbdSu9Fr9Na0iagzNfX,IfcWallStandardCase,0.254,0.606,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.402307477883023,759,2
0jf0rYHfX3RAB3bSIRjmmy,IfcWallStandardCase,9,0.617,0.809,18.565506,8.307508046,1.138002143,2.543191712,2.2347864,0.401533458455001,760,2
3NfNbxnML2IBwWEYA9lr71,IfcWallStandardCase,0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,1.387427928,1.210865853,0.401008011688286,761,2
2_TmT90dD0x8tJSTjyTcXg,IfcWallStandardCase,3.572873867,0.324,2.268,15.29954303,17.68911639,1.12649807,0.97432259,0.864912792,0.40062953676103,762,2
2d8HbdSu9Fr9Na0iagzM6H,IfcWallStandardCase,0.956025,0.254,4.778,7.4982396,40.1193242,1.170697884,0.218801623,0.186898452,0.400471661307239,763,2
3Egy$LBd99weR14rW4bnCE,IfcWallStandardCase,0.368,2.862,4.668,26.47855335,13.49554193,0.393407074,0.771873427,1.962022235,0.398774178717375,764,2
3Egy$LBd99weR14rW4bt9I,IfcWallStandardCase,2.761,0.324,4.778,25.218988,17.3468492,0.509120259,0.740163101,1.453807992,0.398734522781609,765,2
2d8HbdSu9Fr9Na0iagzNTo,IfcWallStandardCase,0.543,0.254,4.778,3.671976,43.30481282,1.182105761,0.10023514,0.084793716,0.396339975013002,766,2
2j55VthSj3Lu0J6fyrpHPa,IfcWallStandardCase,3.537747734,0.254,0.7,3.75222449,41.6362435,10.69307081,0.963650868,0.090119189,0.395870617977266,767,2
3Egy$LBd99weR14rW4brHd,IfcWallStandardCase,5.081399268,0.254,4.668,44.62991898,37.8943832,1.196544968,1.409224811,1.177744964,0.394592065198601,768,2
1yHT6X2Vn2EOoNUbT0cMR7,IfcWallStandardCase,7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,2.363522954,2.371005,0.394091502229812,769,2
2j55VthSj3Lu0J6fyrpHlW,IfcWallStandardCase,6.26624839,0.324,4.778,34.70663159,17.45678921,0.929580535,1.848141074,1.988145195,0.393355639212465,770,2
3Egy$LBd99weR14rW4bge1,IfcWallStandardCase,7.886,0.324,4.778,63.286524,17.40191609,0.616989162,2.243839083,3.636756072,0.392473254454915,771,2
3LbNSBzHHBSuzhUUvuwF1K,IfcWallStandardCase,1.332,0.368,4.668,11.997152,14.11917393,0.388792426,0.3303594,0.849706368,0.391960189562764,772,2
2d8HbdSu9Fr9Na0iagzeck,IfcWallStandardCase,0.543,0.254,4.778,3.671976,43.30481282,1.182105761,0.10023514,0.084793716,0.391233353864681,773,2
3LbNSBzHHBSuzhUUvuwEi_,IfcWallStandardCase,0.324,3.786,4.668,34.041888,17.13438432,0.521355567,1.035807736,1.986758752,0.389575111128622,774,2
3Egy$LBd99weR14rW4bfJ2,IfcWallStandardCase,0.324,3.576,4.778,31.51675652,17.20592851,0.517255194,0.947476098,1.8317382,0.389135435666454,775,2
0tIhQ6hmz02e5gznEed4cu,IfcWallStandardCase,0.254,1.066,2.7,4.693528,40.14650586,2.142487463,0.250478209,0.11691,0.388804726982242,776,2
3Egy$LBd99weR14rW4boFN,IfcWallStandardCase,0.324,5.929,4.668,46.971224,17.46270661,0.606598608,1.631630179,2.689802048,0.388169988340705,777,2
3Egy$LBd99weR14rW4bsg7,IfcWallStandardCase,0.254,0.506,4.668,3.250008,44.02061232,1.214959114,0.089699498,0.073829232,0.386822094842081,778,2
3pms57Ad5AVAb74jf4yKcH,IfcWallStandardCase,2.041,0.254,4.668,17.132548,38.57103072,1.196986348,0.531679493,0.444181752,0.386722120161938,779,2
2j55VthSj3Lu0J6fyrpHcf,IfcWallStandardCase,0.254,7.23,4.778,65.620344,37.75840405,1.167757434,2.029446066,1.73790036,0.386252043321909,780,2
2j55VthSj3Lu0J6fyrpMcn,IfcWallStandardCase,2.039046059,0.467,3.108195686,13.23163872,9.265868678,0.375667851,0.53645281,1.427997653,0.385848791605056,781,2
3LbNSBzHHBSuzhUUvuwBD2,IfcWallStandardCase,3.086,0.467,4.77,30.359544,8.621274159,0.23759243,0.83667422,3.52146834,0.385491851235203,782,2
3Egy$LBd99weR14rW4bmdQ,IfcWallStandardCase,0.324,6.622,4.668,60.087712,16.88808929,0.521141273,1.854217265,3.557993504,0.384649066870857,783,2
2j55VthSj3Lu0J6fyrpH1c,IfcWallStandardCase,2.885,0.254,1.97,9.98604,38.9118595,3.020856985,0.775249476,0.2566323,0.383006255133781,784,2
2d8HbdSu9Fr9Na0iagzeuS,IfcWallStandardCase,0.254,0.536,4.778,3.607128,43.42628999,1.182707449,0.098239503,0.083063232,0.380316349650796,785,2
2d8HbdSu9Fr9Na0iagzeig,IfcWallStandardCase,0.254,0.45456129,4.778,2.852679788,45.33056313,1.193707066,0.075120709,0.062930606,0.380101578964054,786,2
3Egy$LBd99weR14rW4bqui,IfcWallStandardCase,0.324,2.929,4.77,26.753212,17.2995382,0.50994032,0.788607264,1.54646972,0.379760983589927,787,2
2d8HbdSu9Fr9Na0iagzexA,IfcWallStandardCase,0.816025,0.254,4.778,6.2012796,40.72053052,1.172200827,0.178513025,0.152288772,0.379108726851119,788,2
3LbNSBzHHBSuzhUUvuwBVu,IfcWallStandardCase,0.467,3.072486288,5.227,33.09830282,8.584749244,0.216001762,0.832789813,3.855476948,0.378109774311058,789,2
1byTDaqS91rBnWJlv$nnCv,IfcWallStandardCase,1.91,0.324,4.668,13.436716,19.05184599,0.720439833,0.508105379,0.70527108,0.375977121947722,790,2
3LbNSBzHHBSuzhUUvuwCoN,IfcWallStandardCase,0.324,4.6266,4.668,38.3859704,17.36643237,0.574586466,1.270039731,2.210354411,0.372591084123341,791,2
3Egy$LBd99weR14rW4bnjb,IfcWallStandardCase,0.324,0.43,4.668,3.220384,25.27231201,0.591944141,0.075429879,0.12742736,0.37251420387968,792,2
0tIhQ6hmz02e5gznEed4OP,IfcWallStandardCase,0.722,0.254,4.668,5.203512,41.31608224,1.202856772,0.151492574,0.125943984,0.371562011929093,793,2
0tIhQ6hmz02e5gznEed5ed,IfcWallStandardCase,0.254,0.482,4.668,3.032952,44.57686319,1.218210493,0.082885463,0.068038704,0.371122174319372,794,2
0tIhQ6hmz02e5gznEed4km,IfcWallStandardCase,0.254,2.201,2.7,10.491108,38.83653729,2.139112833,0.577849245,0.270135,0.370695773593865,795,2
3Egy$LBd99weR14rW4bghB,IfcWallStandardCase,0.324,8.402,4.778,68.138988,17.3395996,0.627359334,2.465318182,3.929674824,0.369128437774736,796,2
0lHL5LPIr3RuynIxjjrPZ6,IfcWallStandardCase,6.25824839,0.324,3.5532,42.9630762,17.05560587,0.694415149,1.749231964,2.519000294,0.36893795547317,797,2
