global_ids,types,X,Y,Z,areas,gyrations,volumes,ax1s,ax2s
0otfaO0qPDAhynjJ6Dmg2W,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1byTDaqS91rBnWJlv$nnJP,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6DmgB1,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
0BsfPMIFH8Zv_Ow$15bzvY,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
1byTDaqS91rBnWJlv$nmQZ,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nncb,IfcDoor,1.267,0.517,2.41,6.379158,0.316067497,0.11985611,53.22346938,2.637057858
35QeWibpT4DfyH3NIf2ovI,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nng6,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1P1HuDeiX6$eDeymjNUNcy,IfcSlab,7.675,7.38,0.38,106.4208,2.922132226,8.97669,11.8552384,0.325524467
0jl_xsV_P4OeVQgFrvx2T3,IfcSlab,2.7,2.2,0.3,10.9,0.924211376,0.5,21.8,1.848422751
35QeWibpT4DfyH3NIf2nLm,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0mxk1RW8H5mvX1dNnpRqso,IfcDoor,1.267,0.517,2.41,6.379158,0.316067497,0.11985611,53.22346938,2.637057858
0otfaO0qPDAhynjJ6DmgSS,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1vWvhwodz6kO57L1qYq7Pq,IfcSlab,7.675,7.38,0.61,119.3581,2.992045357,22.004905,5.424158841,0.135971746
0YZQk2z7H7pALLPQy5moJC,IfcWindow,1.21,0.32,2.72,7.4454,0.384804697,0.076102,97.8344853,5.056433428
1Eo2$BaHX42AEkDvQQDoy2,IfcWindow,1.372537683,1.424537683,0.3778,5.458225014,0.61071151,0.041999183,129.9602663,14.54103308
21ldoMpbP4VfsJ0XGY_335,IfcRailing,0.290000031,4.004999605,4.151546488,7.417078872,1.085903544,0.049133668,150.9571586,22.1010072
1byTDaqS91rBnWJlv$nn4z,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2njx,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1M9GtOTmb0y9zzrbwAaiAe,IfcSlab,1.21,0.6,0.3,1.09,0.313594749,0.0404,26.98019802,7.762246265
1byTDaqS91rBnWJlv$n_yt,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1hOSvn6df7F8_7GcBWlSFK,IfcDoor,1.216,0.374,2.308,5.866608,0.294963595,0.108842048,53.90019857,2.710015116
1uDBQ9y7vCyxXlpVEuen9f,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nnC3,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3qpE7fVkr8dRZ2wfCc6tut,IfcDoor,0.225,1.065,1.7,2.71325,0.24980826,0.0324375,83.64547206,7.701218029
1byTDaqS91rBnWJlv$nmDB,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1aZE7fjF18ovAeU9YcW3co,IfcDoor,0.32,1.085,2.33,6.2534,0.290543469,0.1240225,50.4214961,2.342667414
1xfLwxrwjApBA8tbFmG1Ga,IfcDoor,0.32,1.085,2.33,6.2534,0.290543469,0.1240225,50.4214961,2.342667414
1byTDaqS91rBnWJlv$nmCV,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$Rv,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1hOSvn6df7F8_7GcBWlS8Z,IfcDoor,0.374,1.114,2.308,5.400468,0.265980739,0.097883984,55.17213112,2.717306024
2ECY7P09TDHBd9sp2vjN91,IfcSlab,3.11,1.805784992,0.437115052,10.69060951,0.958888857,0.700180547,15.26836121,1.369488
35QeWibpT4DfyH3NIf2ouF,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6DmgC_,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1byTDaqS91rBnWJlv$nmLC,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6Dmg8s,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098844
1byTDaqS91rBnWJlv$nnIo,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0jXjAQGd97WhhGteTco3Tc,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
35QeWibpT4DfyH3NIf2ogt,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2ncB,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nn_r,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1l0GAJtRTFv8$zmKJOH4aS,IfcWindow,0.617,0.95,2.4,9.044896,0.332507559,0.098674048,91.66438576,3.369756947
04RQcjHB5Dgx411vE8P8XP,IfcSlab,1.35,2.486000166,0.25,5.601400398,0.738709277,0.13144501,42.61402101,5.619911171
1byTDaqS91rBnWJlv$nnSA,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3vrTMqxmj8dxP6xSXJOWeo,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
3FspznBtDEHvzdw0svPIBE,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
2OBrcmyk58NupXoVOHUt5W,IfcSlab,2.289,5.748,0.219,14.711942,1.663821803,0.137006492,107.3813495,12.14410922
1pgH2UbyLCSAqMChvlRTgP,IfcWindow,0.95,0.32,1.18,2.565,0.273392998,0.031,82.74193548,8.819128958
35QeWibpT4DfyH3NIf2o5b,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2nf$,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3z$0YXO8H6xh4v7IQJslQj,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
10lgo1CAH268c71AJ77BCo,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
2OBrcmyk58NupXoVOHUtDX,IfcSlab,3.908,6.449,0.219,44.46483,2.032653457,0.418821408,106.1665644,4.853270195
3NhaIUfh12PAdrGa$S3__B,IfcRailing,1.746,3.982501922,5.883905313,8.542079137,1.311129535,0.056837798,150.2887062,23.06791569
1byTDaqS91rBnWJlv$n$f7,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1syLSFNVnA39MoughWJWM0,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
3DH59LoNP1tQ_TY_i4PqcO,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
23DXFXeer4rere3ElgJ8V3,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
2OBrcmyk58NupXoVOHUtBP,IfcSlab,3.908,6.465,0.219,44.517246,2.034912421,0.419313584,106.166954,4.852960882
1byTDaqS91rBnWJlv$nnMl,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2Rr9aHsaTBoOdJEFsV5Emh,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
3e3tYgh$TDDgtUPYoHkfWp,IfcSlab,7.675,7.38,0.61,119.3581,2.992045357,22.004905,5.424158841,0.135971746
2Z$bhUvXvB0eC0sh$4Wc5y,IfcWindow,0.95,0.32,0.825,1.784,0.261984325,0.0230125,77.52308528,11.38443565
1byTDaqS91rBnWJlv$n$7g,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$pH,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1ebtU0g4fAwx_7wUW5_nPd,IfcRailing,2.385,0.425,1.1175,2.224077552,0.824473652,0.01393255,159.6317642,59.17607663
1byTDaqS91rBnWJlv$nmg3,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3O3VAGTJr8RRXefjF5snTH,IfcDoor,0.32,1.085,2.8,7.5459,0.290976641,0.15046,50.15219992,1.933913605
2NoH25yv90exA9jaVK3jRb,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
35QeWibpT4DfyH3NIf2o1m,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2g$QZpOGbBUxSNx_ZgxJvL,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
3e5mSJfjT17voTzvz0RG3D,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
347$SAr5P0Tgy$4MRA8fPq,IfcDoor,0.32,1.085,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
1byTDaqS91rBnWJlv$n$CQ,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmSy,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1wBWxwKSLByetrptC3STjZ,IfcDoor,2.19,0.32,2.8,14.1436,0.622773922,0.30074,47.02932766,2.070805088
35QeWibpT4DfyH3NIf2nxi,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2n$O,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2o4U8gTozCSR$4hVAQrqML,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
1s1jVhK8z0pgKYcr9jt7AB,IfcDoor,1.165,0.667,2.696,6.9415335,0.383801683,0.06214232,111.7038027,6.176172381
0mxk1RW8H5mvX1dNnpRqn4,IfcDoor,2.182,0.517,2.41,10.965036,0.574538948,0.22291622,49.1890451,2.577376144
1byTDaqS91rBnWJlv$nnTt,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0$IaQBYBr3Pw6T1KvIRRPa,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
1q9AkVbyP2uP25bC45SS$F,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
0ts2uIyTXANPCCECMbRXsb,IfcWindow,1.21,0.32,2.72,7.4454,0.384804697,0.076102,97.8344853,5.056433428
1byTDaqS91rBnWJlv$nmlz,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1l0GAJtRTFv8$zmKJOH4ZZ,IfcWindow,0.617,0.95,2.4,9.044896,0.332507559,0.098674048,91.66438576,3.369756947
3mS5Ix1D907PS6_XqVt4Oa,IfcSlab,1.21,0.6,0.3,1.09,0.313594749,0.0404,26.98019802,7.762246265
0Rlx3kx553$AgdhE2zVvQK,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
01HjU3lDn5WOGWWXsZ1vFK,IfcSlab,1.21,0.6,0.3,1.09,0.313594749,0.0404,26.98019802,7.762246265
0bEVTjYjD3tObBla66qvaF,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
1byTDaqS91rBnWJlv$nnW1,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3NWz$p07HBHhRS5TfXCFuq,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
35QeWibpT4DfyH3NIf2oBp,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6Dmg94,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1NHh_hUdv58eBVC4q4CA79,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
3L1OWOnoz4Ie$NycZm5Oz7,IfcSlab,7.675,7.38,0.38,106.4208,2.922131401,8.97669,11.8552384,0.325524375
1byTDaqS91rBnWJlv$nnkx,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3mC3xuqmjB0gbMnebRM4yv,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
1Yhb_CCZzDzP4tYbACeeSH,IfcSlab,2.785,1.35,0.25,6.319,0.816737667,0.1486375,42.51282483,5.494829145
35QeWibpT4DfyH3NIf2mS8,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3FnkWAk$b6d8JHuyZoeTOa,IfcDoor,0.32,1.085,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
2A1S0hQELFH8rlG8n1eOG0,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
0g1b9wDNrC8hsUyxxEzcH7,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
0RZRzx31HAjQsFNl12CNaR,IfcDoor,0.32,1.085,2.33,6.2534,0.290543469,0.1240225,50.4214961,2.342667414
35QeWibpT4DfyH3NIf2oFr,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2OBrcmyk58NupXoVOHUt2f,IfcSlab,1.724,4.36,0.213,12.827464,1.27893758,0.08241792,155.639259,15.51771241
22bw8OaqT6pRZaE9J6tOrv,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
2XMhby0h13fBBJP1ZK$H04,IfcWindow,1.2,0.32,0.825,2.2715,0.342127331,0.028325,80.19417476,12.07863481
1GKhgeI0L248Ux1R1kFb4L,IfcDoor,0.32,1.085,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
35QeWibpT4DfyH3NIf2oNd,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2OBrcmyk58NupXoVOHUuXp,IfcDoor,1.216,0.374,2.308,5.866608,0.294963595,0.108842048,53.90019857,2.710015116
2OBrcmyk58NupXoVOHUtxr,IfcSlab,8.166,9.508,0.219,95.097116,3.320520792,0.895848461,106.1531276,3.706565269
1byTDaqS91rBnWJlv$n$rP,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2oj8,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1e8IKHqkbCER6lN5_kMoH5,IfcWindow,0.95,0.32,0.825,1.784,0.261984325,0.0230125,77.52308528,11.38443565
0otfaO0qPDAhynjJ6DmghI,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
2g$QZpOGbBUxSNx_ZgxJu4,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1byTDaqS91rBnWJlv$n$Um,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0lkGbfCQn2k97dXiG8ko7K,IfcSlab,7.675,7.38,0.38,106.4208,2.922131401,8.97669,11.8552384,0.325524375
14C1RhPQ92nQUKvdg5fGjj,IfcSlab,7.675,7.38,0.38,106.4208,2.922131401,8.97669,11.8552384,0.325524375
2g$QZpOGbBUxSNx_ZgxJyK,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1I_Rp6d3j27fE7zFUMgaqf,IfcDoor,2.902,0.245999999,2.162000012,12.53887856,0.804874549,0.059765163,209.802467,13.46728619
2YpUWhjlDDpQ88nr_wiwRo,IfcDoor,0.32,1.085,2.8,7.5459,0.290976641,0.15046,50.15219992,1.933913605
35QeWibpT4DfyH3NIf2ojX,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
06YhaePu15_xbXxglbbuPt,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
35QeWibpT4DfyH3NIf2ohQ,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nn6$,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0swD$jEsPDe9FPvYXcT_Fi,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
3dj1AkCib0yB5EZit13Oks,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
1byTDaqS91rBnWJlv$n$e0,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmoB,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1HKMGvC6H7s9ju$PIo1LSA,IfcDoor,0.32,1.085,2.8,7.5459,0.290976641,0.15046,50.15219992,1.933913606
0otfaO0qPDAhynjJ6DmgH8,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
0tIhQ6hmz02e5gznEed7$9,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nnHw,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2OBrcmyk58NupXoVOHUtjR,IfcSlab,1.656,2.371,0.213,6.416254,0.754606796,0.041092688,156.1410147,18.36352969
0E5tNCLuvCp8998ErqD0r5,IfcDoor,1.085,0.32,2.33,6.2534,0.290543469,0.1240225,50.4214961,2.342667414
3JkilHr2v6B8GAqSNNVI_y,IfcSlab,7.675,7.38,0.38,106.4208,2.922132226,8.97669,11.8552384,0.325524467
1HBsyCWv11vwEaDoElYIZq,IfcSlab,1.21,0.6,0.3,1.09,0.313594749,0.0404,26.98019802,7.762246265
1byTDaqS91rBnWJlv$n$Wu,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2NHD_$8fb3ZexljM$wSStT,IfcDoor,2.902,0.245999999,2.162000012,12.53887856,0.804874549,0.059765163,209.802467,13.46728619
1byTDaqS91rBnWJlv$n$WN,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0B_j0fwlj889mmxSnxsdQl,IfcDoor,0.32,1.085,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
0otfaO0qPDAhynjJ6Dmg5J,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
2OBrcmyk58NupXoVOHUt8s,IfcSlab,2.289,5.748,0.219,14.711942,1.663768341,0.137006492,107.3813495,12.143719
35QeWibpT4DfyH3NIf2mR5,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1deg7wfi96yububV0SOjn4,IfcWindow,1.21,0.32,2.72,7.4454,0.384804697,0.076102,97.8344853,5.056433428
0otfaO0qPDAhynjJ6Dmgfp,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
0TDye8xYn3kgd3hFqcneWJ,IfcSlab,7.675,7.38,0.61,119.3581,2.992045357,22.004905,5.424158841,0.135971746
3qOL0KDQH3Qvieacuq$yd5,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
3qpE7fVkr8dRZ2wfCc6tw0,IfcDoor,0.225,1.065,1.7,2.71325,0.24980826,0.0324375,83.64547206,7.701218029
02GplZAdX7FBhqgUmA_SiB,IfcWindow,1.21,0.32,2.72,7.4454,0.384804697,0.076102,97.8344853,5.056433428
35QeWibpT4DfyH3NIf2sGN,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2g$QZpOGbBUxSNx_ZgxJw0,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
3w1$SS5sbA_8NkDoDBJkNw,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
1hOSvn6df7F8_7GcBWlRqU,IfcSlab,3.908,17.166,0.505,131.7123592,5.143325308,18.06485037,7.291084981,0.284714526
0otfaO0qPDAhynjJ6DmgMW,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1byTDaqS91rBnWJlv$nmku,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2obk,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2QLOzP_31268tes8C3jTIs,IfcDoor,0.32,1.085,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
1Ng$ICL2f2M98Az0lSlhQz,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
1l0GAJtRTFv8$zmKJOH4gQ,IfcWindow,0.617,1.019,0.959,4.25305924,0.330322653,0.048861284,87.04354278,6.760417
1byTDaqS91rBnWJlv$n$Vz,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2nIt,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmZR,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nnu8,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2WsM$nyvb98RWhlaU_oiAD,IfcDoor,1.085,0.32,2.33,6.2534,0.290543469,0.1240225,50.4214961,2.342667414
1byTDaqS91rBnWJlv$nm5e,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1CZILmCaHETO8tf3SgGEXu,IfcSlab,6,4.582734,0.35,53.8945346,2.098578037,3.81297858,14.13449708,0.55037761
35QeWibpT4DfyH3NIf2nNu,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6Dmg6e,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1byTDaqS91rBnWJlv$nmaW,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmKL,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nn9n,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2CiKYfhMH7XAaCZdiBlh1x,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
1E3qLP3bvBYfctv8gQnAjO,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
028xLqEaXFswQeqzIF0BPt,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
0NPxCUGN565g2LZ_Pp47uq,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
35QeWibpT4DfyH3NIf2nVW,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmA0,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2nB7,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0xYqOk0Sf4jPKywvhPpOSB,IfcWindow,1.2,0.32,0.825,2.2715,0.342127331,0.028325,80.19417476,12.07863481
3o5ntlA212uQCF0q6eQsZI,IfcDoor,0.32065,2,2.525,8.760214803,0.518645849,0.080042463,109.4445931,6.479633792
2sYQ3wpfX8eQVzo8SbwlxD,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
0otfaO0qPDAhynjJ6DmgOb,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
0wkEuT1wr1kOyafLY4v_PH,IfcRailing,0.29,4.005000375,4.151546488,7.417076328,1.085903143,0.049133645,150.9571767,22.10100927
0bxuYU3vbDUwnCCSeCFbMl,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
1byTDaqS91rBnWJlv$nmfx,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$Mi,IfcDoor,0.517,1.267,2.41,6.379158,0.316067497,0.11985611,53.22346938,2.637057858
3XAmjDLYrE_9uZwmC1hFxe,IfcWindow,1.2,0.32,0.825,2.2715,0.342127331,0.028325,80.19417476,12.07863481
1byTDaqS91rBnWJlv$n$Ex,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3I3m6VKvr5Ax3aIfvw4WF5,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
0mxk1RW8H5mvX1dNnpRq2q,IfcRailing,3.88,1.481000166,5.898248863,8.043906919,1.237891149,0.053439208,150.5244419,23.16447421
1byTDaqS91rBnWJlv$n$ds,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6DmgIr,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
3qpE7fVkr8dRZ2wfCc6tsf,IfcDoor,1.065,0.225,1.7,2.71325,0.24980826,0.0324375,83.64547206,7.701218029
0otfaO0qPDAhynjJ6DmgDl,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1hOSvn6df7F8_7GcBWlSDm,IfcDoor,1.216,0.374,2.308,5.866608,0.294963595,0.108842048,53.90019857,2.710015116
35QeWibpT4DfyH3NIf2sUZ,IfcDoor,0.374,2.182,2.41,10.965036,0.572216562,0.22291622,49.1890451,2.566957945
